user_id,project_id,project_display_name,total_count,user_login,user_display_name,user_credited_name
8,38,Cell Slider,2,volunteer_bc,volunteer_bc,Mr. B.C.
8,39,Andromeda Project,2,volunteer_bc,volunteer_bc,Mr. B.C.
8,35,Seafloor Explorer,22,volunteer_bc,volunteer_bc,Mr. B.C.
8,21,Galaxy Zoo,40,volunteer_bc,volunteer_bc,Mr. B.C.
8,32,Whale FM,2,volunteer_bc,volunteer_bc,Mr. B.C.
8,40,Snapshot Serengeti Ouroboros,105,volunteer_bc,volunteer_bc,Mr. B.C.
8,42,Notes from Nature I,1,volunteer_bc,volunteer_bc,Mr. B.C.
8,26,Planet Hunters,15,volunteer_bc,volunteer_bc,Mr. B.C.
8,41,Planet Four Ouroboros,66,volunteer_bc,volunteer_bc,Mr. B.C.
8,56,Higgs Hunters,14,volunteer_bc,volunteer_bc,Mr. B.C.
9,21,Galaxy Zoo,15,volunteer_eg,volunteer_eg,
10,21,Galaxy Zoo,3,volunteer_am,Mr. A.M.,Mr. A.M.
10,26,Planet Hunters,289,volunteer_am,Mr. A.M.,Mr. A.M.
10,56,Higgs Hunters,108,volunteer_am,Mr. A.M.,Mr. A.M.
10,54,Floating Forests v1,239,volunteer_am,Mr. A.M.,Mr. A.M.
10,55,Penguin Watch,17,volunteer_am,Mr. A.M.,Mr. A.M.
10,22,Moon Zoo,1,volunteer_am,Mr. A.M.,Mr. A.M.
10,53,Asteroid Zoo,24,volunteer_am,Mr. A.M.,Mr. A.M.
10,51,Sunspotter,31,volunteer_am,Mr. A.M.,Mr. A.M.
10,47,Radio Galaxy Zoo,49,volunteer_am,Mr. A.M.,Mr. A.M.
10,37,Bat Detective,11,volunteer_am,Mr. A.M.,Mr. A.M.
10,50,Disk Detective 1.0,14,volunteer_am,Mr. A.M.,Mr. A.M.
10,33,SETI Live,262,volunteer_am,Mr. A.M.,Mr. A.M.
10,40,Snapshot Serengeti Ouroboros,82,volunteer_am,Mr. A.M.,Mr. A.M.
10,27,Milky Way Project,4,volunteer_am,Mr. A.M.,Mr. A.M.
10,60,Chimp & See Ouroboros,12,volunteer_am,Mr. A.M.,Mr. A.M.
10,41,Planet Four Ouroboros,1,volunteer_am,Mr. A.M.,Mr. A.M.
10,46,Plankton Portal Ouroboros,10,volunteer_am,Mr. A.M.,Mr. A.M.
10,28,Old Weather,1,volunteer_am,Mr. A.M.,Mr. A.M.
10,43,Space Warps,33,volunteer_am,Mr. A.M.,Mr. A.M.
11,21,Galaxy Zoo,38,volunteer_k73,volunteer_k73,
11,26,Planet Hunters,1,volunteer_k73,volunteer_k73,
11,22,Moon Zoo,2,volunteer_k73,volunteer_k73,
11,40,Snapshot Serengeti Ouroboros,11,volunteer_k73,volunteer_k73,
11,25,Galaxy Zoo - Supernova,628,volunteer_k73,volunteer_k73,
11,53,Asteroid Zoo,1,volunteer_k73,volunteer_k73,
11,28,Old Weather,2,volunteer_k73,volunteer_k73,
11,56,Higgs Hunters,222,volunteer_k73,volunteer_k73,
12,40,Snapshot Serengeti Ouroboros,12,volunteer_rn,volunteer_rn,Mr. R.N.
12,53,Asteroid Zoo,1716,volunteer_rn,volunteer_rn,Mr. R.N.
12,28,Old Weather,177,volunteer_rn,volunteer_rn,Mr. R.N.
12,22,Moon Zoo,9,volunteer_rn,volunteer_rn,Mr. R.N.
12,23,Solar Stormwatch,14,volunteer_rn,volunteer_rn,Mr. R.N.
12,50,Disk Detective 1.0,11,volunteer_rn,volunteer_rn,Mr. R.N.
12,25,Galaxy Zoo - Supernova,11,volunteer_rn,volunteer_rn,Mr. R.N.
12,26,Planet Hunters,54,volunteer_rn,volunteer_rn,Mr. R.N.
12,21,Galaxy Zoo,168,volunteer_rn,volunteer_rn,Mr. R.N.
12,36,Cyclone Center,4,volunteer_rn,volunteer_rn,Mr. R.N.
